 #L        TxT           TxE           TxP           TxW1          ExT           ExE           ExP           ExW1          PxT           PxE           PxP           PxW1          W1xT          W1xE          W1xP         W1xW1       
367   2.115756e+03  6.332213e+01  3.571339e-05  4.404360e-03  6.332213e+01  2.024164e+01  2.224172e-06  3.077063e-08  3.571339e-05  2.224172e-06  2.919718e-08  5.985805e-06  4.404360e-03  3.077063e-08  5.985805e-06  3.798007e-03
368   2.096987e+03  6.151283e+01  3.524399e-05  4.382939e-03  6.151283e+01  2.034470e+01  2.224401e-06  3.150911e-08  3.524399e-05  2.224401e-06  2.909801e-08  5.978539e-06  4.382939e-03  3.150911e-08  5.978539e-06  3.803360e-03
369   2.078650e+03  5.968799e+01  3.477864e-05  4.361652e-03  5.968799e+01  2.044456e+01  2.224409e-06  3.224223e-08  3.477864e-05  2.224409e-06  2.899932e-08  5.971290e-06  4.361652e-03  3.224223e-08  5.971290e-06  3.808700e-03
370   2.060757e+03  5.784828e+01  3.431733e-05  4.340499e-03  5.784828e+01  2.054093e+01  2.224200e-06  3.296978e-08  3.431733e-05  2.224200e-06  2.890111e-08  5.964060e-06  4.340499e-03  3.296978e-08  5.964060e-06  3.814028e-03
371   2.043296e+03  5.599459e+01  3.386007e-05  4.319475e-03  5.599459e+01  2.063404e+01  2.223774e-06  3.369153e-08  3.386007e-05  2.223774e-06  2.880338e-08  5.956847e-06  4.319475e-03  3.369153e-08  5.956847e-06  3.819344e-03
372   2.026279e+03  5.412760e+01  3.340686e-05  4.298579e-03  5.412760e+01  2.072358e+01  2.223135e-06  3.440725e-08  3.340686e-05  2.223135e-06  2.870613e-08  5.949651e-06  4.298579e-03  3.440725e-08  5.949651e-06  3.824648e-03
373   2.009701e+03  5.224813e+01  3.295768e-05  4.277807e-03  5.224813e+01  2.080970e+01  2.222285e-06  3.511671e-08  3.295768e-05  2.222285e-06  2.860935e-08  5.942473e-06  4.277807e-03  3.511671e-08  5.942473e-06  3.829941e-03
374   1.993569e+03  5.035699e+01  3.251253e-05  4.257156e-03  5.035699e+01  2.089232e+01  2.221226e-06  3.581968e-08  3.251253e-05  2.221226e-06  2.851303e-08  5.935312e-06  4.257156e-03  3.581968e-08  5.935312e-06  3.835222e-03
375   1.977874e+03  4.845477e+01  3.207141e-05  4.236623e-03  4.845477e+01  2.097139e+01  2.219961e-06  3.651594e-08  3.207141e-05  2.219961e-06  2.841718e-08  5.928169e-06  4.236623e-03  3.651594e-08  5.928169e-06  3.840492e-03
376   1.962625e+03  4.654239e+01  3.163432e-05  4.216207e-03  4.654239e+01  2.104681e+01  2.218492e-06  3.720527e-08  3.163432e-05  2.218492e-06  2.832179e-08  5.921042e-06  4.216207e-03  3.720527e-08  5.921042e-06  3.845751e-03
377   1.947829e+03  4.462049e+01  3.120125e-05  4.195904e-03  4.462049e+01  2.111859e+01  2.216821e-06  3.788743e-08  3.120125e-05  2.216821e-06  2.822686e-08  5.913933e-06  4.195904e-03  3.788743e-08  5.913933e-06  3.850999e-03
378   1.933471e+03  4.268984e+01  3.077219e-05  4.175710e-03  4.268984e+01  2.118666e+01  2.214951e-06  3.856221e-08  3.077219e-05  2.214951e-06  2.813239e-08  5.906841e-06  4.175710e-03  3.856221e-08  5.906841e-06  3.856236e-03
379   1.919566e+03  4.075124e+01  3.034715e-05  4.155624e-03  4.075124e+01  2.125094e+01  2.212885e-06  3.922936e-08  3.034715e-05  2.212885e-06  2.803837e-08  5.899766e-06  4.155624e-03  3.922936e-08  5.899766e-06  3.861464e-03
380   1.906114e+03  3.880545e+01  2.992612e-05  4.135643e-03  3.880545e+01  2.131143e+01  2.210623e-06  3.988867e-08  2.992612e-05  2.210623e-06  2.794479e-08  5.892707e-06  4.135643e-03  3.988867e-08  5.892707e-06  3.866681e-03
381   1.893108e+03  3.685313e+01  2.950909e-05  4.115763e-03  3.685313e+01  2.136813e+01  2.208170e-06  4.053991e-08  2.950909e-05  2.208170e-06  2.785167e-08  5.885666e-06  4.115763e-03  4.053991e-08  5.885666e-06  3.871888e-03
382   1.880555e+03  3.489510e+01  2.909607e-05  4.095983e-03  3.489510e+01  2.142082e+01  2.205527e-06  4.118285e-08  2.909607e-05  2.205527e-06  2.775898e-08  5.878641e-06  4.095983e-03  4.118285e-08  5.878641e-06  3.877085e-03
383   1.868455e+03  3.293219e+01  2.868704e-05  4.076298e-03  3.293219e+01  2.146971e+01  2.202697e-06  4.181727e-08  2.868704e-05  2.202697e-06  2.766674e-08  5.871632e-06  4.076298e-03  4.181727e-08  5.871632e-06  3.882273e-03
384   1.856800e+03  3.096528e+01  2.828200e-05  4.056707e-03  3.096528e+01  2.151468e+01  2.199681e-06  4.244294e-08  2.828200e-05  2.199681e-06  2.757494e-08  5.864641e-06  4.056707e-03  4.244294e-08  5.864641e-06  3.887452e-03
385   1.845591e+03  2.899513e+01  2.788095e-05  4.037206e-03  2.899513e+01  2.155570e+01  2.196483e-06  4.305963e-08  2.788095e-05  2.196483e-06  2.748356e-08  5.857665e-06  4.037206e-03  4.305963e-08  5.857665e-06  3.892622e-03
386   1.834835e+03  2.702269e+01  2.748389e-05  4.017793e-03  2.702269e+01  2.159286e+01  2.193105e-06  4.366712e-08  2.748389e-05  2.193105e-06  2.739262e-08  5.850706e-06  4.017793e-03  4.366712e-08  5.850706e-06  3.897783e-03
387   1.824533e+03  2.504872e+01  2.709081e-05  3.998465e-03  2.504872e+01  2.162608e+01  2.189549e-06  4.426517e-08  2.709081e-05  2.189549e-06  2.730211e-08  5.843763e-06  3.998465e-03  4.426517e-08  5.843763e-06  3.902935e-03
388   1.814668e+03  2.307410e+01  2.670171e-05  3.979219e-03  2.307410e+01  2.165544e+01  2.185818e-06  4.485357e-08  2.670171e-05  2.185818e-06  2.721202e-08  5.836837e-06  3.979219e-03  4.485357e-08  5.836837e-06  3.908079e-03
389   1.805249e+03  2.109966e+01  2.631658e-05  3.960052e-03  2.109966e+01  2.168086e+01  2.181914e-06  4.543208e-08  2.631658e-05  2.181914e-06  2.712235e-08  5.829926e-06  3.960052e-03  4.543208e-08  5.829926e-06  3.913215e-03
390   1.796276e+03  1.912621e+01  2.593541e-05  3.940962e-03  1.912621e+01  2.170234e+01  2.177839e-06  4.600048e-08  2.593541e-05  2.177839e-06  2.703309e-08  5.823032e-06  3.940962e-03  4.600048e-08  5.823032e-06  3.918343e-03
391   1.787749e+03  1.715458e+01  2.555822e-05  3.921945e-03  1.715458e+01  2.171988e+01  2.173595e-06  4.655854e-08  2.555822e-05  2.173595e-06  2.694426e-08  5.816153e-06  3.921945e-03  4.655854e-08  5.816153e-06  3.923463e-03
392   1.779653e+03  1.518559e+01  2.518498e-05  3.902999e-03  1.518559e+01  2.173341e+01  2.169186e-06  4.710604e-08  2.518498e-05  2.169186e-06  2.685583e-08  5.809291e-06  3.902999e-03  4.710604e-08  5.809291e-06  3.928576e-03
393   1.772002e+03  1.321997e+01  2.481570e-05  3.884121e-03  1.321997e+01  2.174300e+01  2.164613e-06  4.764275e-08  2.481570e-05  2.164613e-06  2.676782e-08  5.802444e-06  3.884121e-03  4.764275e-08  5.802444e-06  3.933681e-03
394   1.764782e+03  1.125848e+01  2.445038e-05  3.865308e-03  1.125848e+01  2.174858e+01  2.159879e-06  4.816844e-08  2.445038e-05  2.159879e-06  2.668020e-08  5.795612e-06  3.865308e-03  4.816844e-08  5.795612e-06  3.938779e-03
395   1.757993e+03  9.301999e+00  2.408900e-05  3.846558e-03  9.301999e+00  2.175008e+01  2.154986e-06  4.868289e-08  2.408900e-05  2.154986e-06  2.659300e-08  5.788797e-06  3.846558e-03  4.868289e-08  5.788797e-06  3.943871e-03
396   1.751635e+03  7.351278e+00  2.373157e-05  3.827867e-03  7.351278e+00  2.174763e+01  2.149937e-06  4.918586e-08  2.373157e-05  2.149937e-06  2.650619e-08  5.781997e-06  3.827867e-03  4.918586e-08  5.781997e-06  3.948955e-03
397   1.745701e+03  5.407115e+00  2.337808e-05  3.809233e-03  5.407115e+00  2.174110e+01  2.144733e-06  4.967714e-08  2.337808e-05  2.144733e-06  2.641977e-08  5.775212e-06  3.809233e-03  4.967714e-08  5.775212e-06  3.954034e-03
398   1.740198e+03  3.470265e+00  2.302852e-05  3.790653e-03  3.470265e+00  2.173055e+01  2.139378e-06  5.015649e-08  2.302852e-05  2.139378e-06  2.633375e-08  5.768443e-06  3.790653e-03  5.015649e-08  5.768443e-06  3.959106e-03
399   1.735118e+03  1.541515e+00  2.268290e-05  3.772124e-03  1.541515e+00  2.171592e+01  2.133874e-06  5.062369e-08  2.268290e-05  2.133874e-06  2.624812e-08  5.761689e-06  3.772124e-03  5.062369e-08  5.761689e-06  3.964172e-03
400   1.730461e+03 -3.783629e-01  2.234121e-05  3.753644e-03 -3.783629e-01  2.169735e+01  2.128223e-06  5.107851e-08  2.234121e-05  2.128223e-06  2.616287e-08  5.754950e-06  3.753644e-03  5.107851e-08  5.754950e-06  3.969232e-03
401   1.726229e+03 -2.288605e+00  2.200344e-05  3.735210e-03 -2.288605e+00  2.167469e+01  2.122427e-06  5.152095e-08  2.200344e-05  2.122427e-06  2.607801e-08  5.748226e-06  3.735210e-03  5.152095e-08  5.748226e-06  3.974287e-03
402   1.722412e+03 -4.188430e+00  2.166956e-05  3.716822e-03 -4.188430e+00  2.164802e+01  2.116486e-06  5.195188e-08  2.166956e-05  2.116486e-06  2.599353e-08  5.741517e-06  3.716822e-03  5.195188e-08  5.741517e-06  3.979336e-03
403   1.719012e+03 -6.077086e+00  2.133956e-05  3.698482e-03 -6.077086e+00  2.161741e+01  2.110401e-06  5.237240e-08  2.133956e-05  2.110401e-06  2.590943e-08  5.734824e-06  3.698482e-03  5.237240e-08  5.734824e-06  3.984380e-03
404   1.716027e+03 -7.953772e+00  2.101340e-05  3.680192e-03 -7.953772e+00  2.158279e+01  2.104170e-06  5.278360e-08  2.101340e-05  2.104170e-06  2.582571e-08  5.728146e-06  3.680192e-03  5.278360e-08  5.728146e-06  3.989419e-03
405   1.713444e+03 -9.817732e+00  2.069105e-05  3.661951e-03 -9.817732e+00  2.154415e+01  2.097795e-06  5.318659e-08  2.069105e-05  2.097795e-06  2.574237e-08  5.721483e-06  3.661951e-03  5.318659e-08  5.721483e-06  3.994452e-03
406   1.711263e+03 -1.166828e+01  2.037248e-05  3.643763e-03 -1.166828e+01  2.150165e+01  2.091275e-06  5.358246e-08  2.037248e-05  2.091275e-06  2.565939e-08  5.714836e-06  3.643763e-03  5.358246e-08  5.714836e-06  3.999480e-03
407   1.709482e+03 -1.350452e+01  2.005768e-05  3.625627e-03 -1.350452e+01  2.145522e+01  2.084609e-06  5.397231e-08  2.005768e-05  2.084609e-06  2.557680e-08  5.708204e-06  3.625627e-03  5.397231e-08  5.708204e-06  4.004502e-03
408   1.708095e+03 -1.532571e+01  1.974660e-05  3.607544e-03 -1.532571e+01  2.140477e+01  2.077798e-06  5.435723e-08  1.974660e-05  2.077798e-06  2.549457e-08  5.701587e-06  3.607544e-03  5.435723e-08  5.701587e-06  4.009520e-03
409   1.707088e+03 -1.713112e+01  1.943923e-05  3.589517e-03 -1.713112e+01  2.135053e+01  2.070842e-06  5.473833e-08  1.943923e-05  2.070842e-06  2.541271e-08  5.694986e-06  3.589517e-03  5.473833e-08  5.694986e-06  4.014532e-03
410   1.706474e+03 -1.891993e+01  1.913553e-05  3.571546e-03 -1.891993e+01  2.129242e+01  2.063741e-06  5.511669e-08  1.913553e-05  2.063741e-06  2.533121e-08  5.688401e-06  3.571546e-03  5.511669e-08  5.688401e-06  4.019540e-03
411   1.706225e+03 -2.069162e+01  1.883548e-05  3.553633e-03 -2.069162e+01  2.123046e+01  2.056494e-06  5.549342e-08  1.883548e-05  2.056494e-06  2.525008e-08  5.681831e-06  3.553633e-03  5.549342e-08  5.681831e-06  4.024542e-03
412   1.706354e+03 -2.244538e+01  1.853905e-05  3.535778e-03 -2.244538e+01  2.116470e+01  2.049101e-06  5.586961e-08  1.853905e-05  2.049101e-06  2.516932e-08  5.675277e-06  3.535778e-03  5.586961e-08  5.675277e-06  4.029540e-03
413   1.706855e+03 -2.418068e+01  1.824621e-05  3.517983e-03 -2.418068e+01  2.109515e+01  2.041563e-06  5.624636e-08  1.824621e-05  2.041563e-06  2.508891e-08  5.668739e-06  3.517983e-03  5.624636e-08  5.668739e-06  4.034533e-03
414   1.707720e+03 -2.589679e+01  1.795693e-05  3.500249e-03 -2.589679e+01  2.102189e+01  2.033878e-06  5.662477e-08  1.795693e-05  2.033878e-06  2.500887e-08  5.662216e-06  3.500249e-03  5.662477e-08  5.662216e-06  4.039521e-03
415   1.708934e+03 -2.759311e+01  1.767119e-05  3.482578e-03 -2.759311e+01  2.094499e+01  2.026048e-06  5.700593e-08  1.767119e-05  2.026048e-06  2.492918e-08  5.655710e-06  3.482578e-03  5.700593e-08  5.655710e-06  4.044505e-03
416   1.710513e+03 -2.926905e+01  1.738895e-05  3.464969e-03 -2.926905e+01  2.086437e+01  2.018072e-06  5.739095e-08  1.738895e-05  2.018072e-06  2.484984e-08  5.649219e-06  3.464969e-03  5.739095e-08  5.649219e-06  4.049483e-03
417   1.712433e+03 -3.092380e+01  1.711020e-05  3.447426e-03 -3.092380e+01  2.078019e+01  2.009949e-06  5.778091e-08  1.711020e-05  2.009949e-06  2.477087e-08  5.642744e-06  3.447426e-03  5.778091e-08  5.642744e-06  4.054458e-03
418   1.714703e+03 -3.255683e+01  1.683490e-05  3.429948e-03 -3.255683e+01  2.069244e+01  2.001680e-06  5.817692e-08  1.683490e-05  2.001680e-06  2.469224e-08  5.636285e-06  3.429948e-03  5.817692e-08  5.636285e-06  4.059427e-03
419   1.717307e+03 -3.416742e+01  1.656302e-05  3.412537e-03 -3.416742e+01  2.060112e+01  1.993265e-06  5.858007e-08  1.656302e-05  1.993265e-06  2.461396e-08  5.629843e-06  3.412537e-03  5.858007e-08  5.629843e-06  4.064393e-03
420   1.720253e+03 -3.575496e+01  1.629454e-05  3.395194e-03 -3.575496e+01  2.050624e+01  1.984704e-06  5.899146e-08  1.629454e-05  1.984704e-06  2.453603e-08  5.623416e-06  3.395194e-03  5.899146e-08  5.623416e-06  4.069353e-03
421   1.723526e+03 -3.731878e+01  1.602943e-05  3.377921e-03 -3.731878e+01  2.040794e+01  1.975996e-06  5.941219e-08  1.602943e-05  1.975996e-06  2.445845e-08  5.617006e-06  3.377921e-03  5.941219e-08  5.617006e-06  4.074310e-03
422   1.727118e+03 -3.885816e+01  1.576766e-05  3.360718e-03 -3.885816e+01  2.030615e+01  1.967141e-06  5.984335e-08  1.576766e-05  1.967141e-06  2.438121e-08  5.610612e-06  3.360718e-03  5.984335e-08  5.610612e-06  4.079262e-03
423   1.731038e+03 -4.037248e+01  1.550920e-05  3.343588e-03 -4.037248e+01  2.020086e+01  1.958139e-06  6.028604e-08  1.550920e-05  1.958139e-06  2.430431e-08  5.604234e-06  3.343588e-03  6.028604e-08  5.604234e-06  4.084210e-03
424   1.735269e+03 -4.186117e+01  1.525403e-05  3.326530e-03 -4.186117e+01  2.009224e+01  1.948991e-06  6.074135e-08  1.525403e-05  1.948991e-06  2.422776e-08  5.597873e-06  3.326530e-03  6.074135e-08  5.597873e-06  4.089154e-03
425   1.739805e+03 -4.332363e+01  1.500212e-05  3.309546e-03 -4.332363e+01  1.998027e+01  1.939695e-06  6.121040e-08  1.500212e-05  1.939695e-06  2.415154e-08  5.591528e-06  3.309546e-03  6.121040e-08  5.591528e-06  4.094094e-03
426   1.744646e+03 -4.475957e+01  1.475343e-05  3.292637e-03 -4.475957e+01  1.986503e+01  1.930253e-06  6.169426e-08  1.475343e-05  1.930253e-06  2.407566e-08  5.585199e-06  3.292637e-03  6.169426e-08  5.585199e-06  4.099030e-03
427   1.749770e+03 -4.616846e+01  1.450795e-05  3.275805e-03 -4.616846e+01  1.974667e+01  1.920663e-06  6.219404e-08  1.450795e-05  1.920663e-06  2.400012e-08  5.578887e-06  3.275805e-03  6.219404e-08  5.578887e-06  4.103962e-03
428   1.755190e+03 -4.754986e+01  1.426564e-05  3.259051e-03 -4.754986e+01  1.962526e+01  1.910926e-06  6.271084e-08  1.426564e-05  1.910926e-06  2.392491e-08  5.572591e-06  3.259051e-03  6.271084e-08  5.572591e-06  4.108890e-03
429   1.760879e+03 -4.890340e+01  1.402648e-05  3.242376e-03 -4.890340e+01  1.950081e+01  1.901042e-06  6.324576e-08  1.402648e-05  1.901042e-06  2.385003e-08  5.566313e-06  3.242376e-03  6.324576e-08  5.566313e-06  4.113814e-03
430   1.766834e+03 -5.022850e+01  1.379044e-05  3.225781e-03 -5.022850e+01  1.937339e+01  1.891010e-06  6.379988e-08  1.379044e-05  1.891010e-06  2.377548e-08  5.560050e-06  3.225781e-03  6.379988e-08  5.560050e-06  4.118734e-03
431   1.773058e+03 -5.152485e+01  1.355748e-05  3.209267e-03 -5.152485e+01  1.924322e+01  1.880831e-06  6.437431e-08  1.355748e-05  1.880831e-06  2.370125e-08  5.553805e-06  3.209267e-03  6.437431e-08  5.553805e-06  4.123651e-03
432   1.779534e+03 -5.279202e+01  1.332759e-05  3.192836e-03 -5.279202e+01  1.911022e+01  1.870504e-06  6.497014e-08  1.332759e-05  1.870504e-06  2.362736e-08  5.547576e-06  3.192836e-03  6.497014e-08  5.547576e-06  4.128564e-03
433   1.786270e+03 -5.402940e+01  1.310074e-05  3.176488e-03 -5.402940e+01  1.897448e+01  1.860029e-06  6.558848e-08  1.310074e-05  1.860029e-06  2.355378e-08  5.541364e-06  3.176488e-03  6.558848e-08  5.541364e-06  4.133473e-03
434   1.793244e+03 -5.523670e+01  1.287689e-05  3.160225e-03 -5.523670e+01  1.883614e+01  1.849406e-06  6.623041e-08  1.287689e-05  1.849406e-06  2.348053e-08  5.535170e-06  3.160225e-03  6.623041e-08  5.535170e-06  4.138379e-03
435   1.800463e+03 -5.641334e+01  1.265602e-05  3.144049e-03 -5.641334e+01  1.869512e+01  1.838635e-06  6.689704e-08  1.265602e-05  1.838635e-06  2.340760e-08  5.528992e-06  3.144049e-03  6.689704e-08  5.528992e-06  4.143282e-03
436   1.807920e+03 -5.755894e+01  1.243811e-05  3.127959e-03 -5.755894e+01  1.855158e+01  1.827717e-06  6.758946e-08  1.243811e-05  1.827717e-06  2.333499e-08  5.522831e-06  3.127959e-03  6.758946e-08  5.522831e-06  4.148181e-03
437   1.815608e+03 -5.867306e+01  1.222312e-05  3.111958e-03 -5.867306e+01  1.840551e+01  1.816649e-06  6.830878e-08  1.222312e-05  1.816649e-06  2.326269e-08  5.516687e-06  3.111958e-03  6.830878e-08  5.516687e-06  4.153076e-03
438   1.823518e+03 -5.975525e+01  1.201102e-05  3.096047e-03 -5.975525e+01  1.825707e+01  1.805434e-06  6.905607e-08  1.201102e-05  1.805434e-06  2.319071e-08  5.510560e-06  3.096047e-03  6.905607e-08  5.510560e-06  4.157969e-03
439   1.831651e+03 -6.080507e+01  1.180179e-05  3.080227e-03 -6.080507e+01  1.810625e+01  1.794070e-06  6.983245e-08  1.180179e-05  1.794070e-06  2.311904e-08  5.504450e-06  3.080227e-03  6.983245e-08  5.504450e-06  4.162858e-03
440   1.839993e+03 -6.182230e+01  1.159541e-05  3.064498e-03 -6.182230e+01  1.795313e+01  1.782558e-06  7.063902e-08  1.159541e-05  1.782558e-06  2.304769e-08  5.498358e-06  3.064498e-03  7.063902e-08  5.498358e-06  4.167744e-03
441   1.848535e+03 -6.280657e+01  1.139183e-05  3.048863e-03 -6.280657e+01  1.779785e+01  1.770897e-06  7.147686e-08  1.139183e-05  1.770897e-06  2.297664e-08  5.492283e-06  3.048863e-03  7.147686e-08  5.492283e-06  4.172627e-03
442   1.857263e+03 -6.375758e+01  1.119104e-05  3.033322e-03 -6.375758e+01  1.764042e+01  1.759088e-06  7.234707e-08  1.119104e-05  1.759088e-06  2.290590e-08  5.486225e-06  3.033322e-03  7.234707e-08  5.486225e-06  4.177507e-03
443   1.866177e+03 -6.467490e+01  1.099301e-05  3.017877e-03 -6.467490e+01  1.748098e+01  1.747130e-06  7.325076e-08  1.099301e-05  1.747130e-06  2.283546e-08  5.480184e-06  3.017877e-03  7.325076e-08  5.480184e-06  4.182384e-03
444   1.875262e+03 -6.555829e+01  1.079771e-05  3.002529e-03 -6.555829e+01  1.731962e+01  1.735023e-06  7.418901e-08  1.079771e-05  1.735023e-06  2.276533e-08  5.474161e-06  3.002529e-03  7.418901e-08  5.474161e-06  4.187258e-03
445   1.884510e+03 -6.640747e+01  1.060511e-05  2.987279e-03 -6.640747e+01  1.715632e+01  1.722766e-06  7.516294e-08  1.060511e-05  1.722766e-06  2.269550e-08  5.468156e-06  2.987279e-03  7.516294e-08  5.468156e-06  4.192129e-03
446   1.893915e+03 -6.722214e+01  1.041518e-05  2.972128e-03 -6.722214e+01  1.699132e+01  1.710361e-06  7.617362e-08  1.041518e-05  1.710361e-06  2.262596e-08  5.462168e-06  2.972128e-03  7.617362e-08  5.462168e-06  4.196997e-03
447   1.903468e+03 -6.800230e+01  1.022790e-05  2.957077e-03 -6.800230e+01  1.682460e+01  1.697806e-06  7.722217e-08  1.022790e-05  1.697806e-06  2.255673e-08  5.456198e-06  2.957077e-03  7.722217e-08  5.456198e-06  4.201863e-03
448   1.913177e+03 -6.874773e+01  1.004323e-05  2.942128e-03 -6.874773e+01  1.665633e+01  1.685103e-06  7.830967e-08  1.004323e-05  1.685103e-06  2.248779e-08  5.450245e-06  2.942128e-03  7.830967e-08  5.450245e-06  4.206726e-03
449   1.923028e+03 -6.945828e+01  9.861160e-06  2.927282e-03 -6.945828e+01  1.648658e+01  1.672249e-06  7.943723e-08  9.861160e-06  1.672249e-06  2.241915e-08  5.444310e-06  2.927282e-03  7.943723e-08  5.444310e-06  4.211586e-03
450   1.933012e+03 -7.013389e+01  9.681649e-06  2.912539e-03 -7.013389e+01  1.631533e+01  1.659247e-06  8.060593e-08  9.681649e-06  1.659247e-06  2.235080e-08  5.438393e-06  2.912539e-03  8.060593e-08  5.438393e-06  4.216444e-03
451   1.943131e+03 -7.077440e+01  9.504676e-06  2.897902e-03 -7.077440e+01  1.614283e+01  1.646095e-06  8.181633e-08  9.504676e-06  1.646095e-06  2.228274e-08  5.432493e-06  2.897902e-03  8.181633e-08  5.432493e-06  4.221299e-03
452   1.953383e+03 -7.137958e+01  9.330235e-06  2.883368e-03 -7.137958e+01  1.596906e+01  1.632796e-06  8.306673e-08  9.330235e-06  1.632796e-06  2.221497e-08  5.426612e-06  2.883368e-03  8.306673e-08  5.426612e-06  4.226152e-03
453   1.963746e+03 -7.194930e+01  9.158322e-06  2.868938e-03 -7.194930e+01  1.579419e+01  1.619353e-06  8.435489e-08  9.158322e-06  1.619353e-06  2.214749e-08  5.420748e-06  2.868938e-03  8.435489e-08  5.420748e-06  4.231003e-03
454   1.974221e+03 -7.248333e+01  8.988933e-06  2.854610e-03 -7.248333e+01  1.561827e+01  1.605768e-06  8.567856e-08  8.988933e-06  1.605768e-06  2.208029e-08  5.414902e-06  2.854610e-03  8.567856e-08  5.414902e-06  4.235850e-03
455   1.984793e+03 -7.298151e+01  8.822065e-06  2.840383e-03 -7.298151e+01  1.544139e+01  1.592044e-06  8.703549e-08  8.822065e-06  1.592044e-06  2.201338e-08  5.409074e-06  2.840383e-03  8.703549e-08  5.409074e-06  4.240696e-03
456   1.995454e+03 -7.344362e+01  8.657714e-06  2.826256e-03 -7.344362e+01  1.526361e+01  1.578183e-06  8.842345e-08  8.657714e-06  1.578183e-06  2.194675e-08  5.403263e-06  2.826256e-03  8.842345e-08  5.403263e-06  4.245538e-03
457   2.006197e+03 -7.386951e+01  8.495877e-06  2.812228e-03 -7.386951e+01  1.508502e+01  1.564189e-06  8.984017e-08  8.495877e-06  1.564189e-06  2.188041e-08  5.397470e-06  2.812228e-03  8.984017e-08  5.397470e-06  4.250379e-03
